1.070000 ; 3.000000 ; 0.011700 ; 0.010000 ; 0.300000 ; 1.000000 
1.080000 ; 3.000000 ; 0.011800 ; 0.010000 ; 0.300000 ; 1.000000 
1.090000 ; 3.000000 ; 0.011900 ; 0.010000 ; 0.300000 ; 1.000000 
1.100000 ; 3.000000 ; 0.012000 ; 0.010000 ; 0.300000 ; 1.000000 
1.110000 ; 3.000000 ; 0.012100 ; 0.010000 ; 0.300000 ; 1.000000 
1.120000 ; 3.000000 ; 0.012200 ; 0.010000 ; 0.300000 ; 1.000000 
1.130000 ; 3.000000 ; 0.012300 ; 0.010000 ; 0.300000 ; 1.000000 
1.140000 ; 3.000000 ; 0.012400 ; 0.010000 ; 0.300000 ; 1.000000 
1.150000 ; 3.000000 ; 0.012500 ; 0.010000 ; 0.300000 ; 1.000000 
1.160000 ; 3.000000 ; 0.012600 ; 0.010000 ; 0.300000 ; 1.000000 
1.170000 ; 3.000000 ; 0.012700 ; 0.010000 ; 0.300000 ; 1.000000 
1.180000 ; 3.000000 ; 0.012800 ; 0.010000 ; 0.300000 ; 1.000000 
1.190000 ; 3.000000 ; 0.012900 ; 0.010000 ; 0.300000 ; 1.000000 
1.200000 ; 3.000000 ; 0.013000 ; 0.010000 ; 0.300000 ; 1.000000 
1.210000 ; 3.000000 ; 0.013100 ; 0.010000 ; 0.300000 ; 1.000000 
1.220000 ; 3.000000 ; 0.013200 ; 0.010000 ; 0.300000 ; 1.000000 
1.230000 ; 3.000000 ; 0.013300 ; 0.010000 ; 0.300000 ; 1.000000 
1.240000 ; 3.000000 ; 0.013400 ; 0.010000 ; 0.300000 ; 1.000000 
1.250000 ; 3.000000 ; 0.013500 ; 0.010000 ; 0.300000 ; 1.000000 
1.260000 ; 3.000000 ; 0.013600 ; 0.010000 ; 0.300000 ; 1.000000 
1.270000 ; 3.000000 ; 0.013700 ; 0.010000 ; 0.300000 ; 1.000000 
1.280000 ; 3.000000 ; 0.013800 ; 0.010000 ; 0.300000 ; 1.000000 
1.290000 ; 3.000000 ; 0.013900 ; 0.010000 ; 0.300000 ; 1.000000 
1.300000 ; 3.000000 ; 0.014000 ; 0.010000 ; 0.300000 ; 1.000000 
1.310000 ; 3.000000 ; 0.014100 ; 0.010000 ; 0.300000 ; 1.000000 
1.320000 ; 3.000000 ; 0.014200 ; 0.010000 ; 0.300000 ; 1.000000 
1.330000 ; 3.000000 ; 0.014300 ; 0.010000 ; 0.300000 ; 1.000000 
1.340000 ; 3.000000 ; 0.014400 ; 0.010000 ; 0.300000 ; 1.000000 
1.350000 ; 3.000000 ; 0.014500 ; 0.010000 ; 0.300000 ; 1.000000 
1.360000 ; 3.000000 ; 0.014600 ; 0.010000 ; 0.300000 ; 1.000000 
1.370000 ; 3.000000 ; 0.014700 ; 0.010000 ; 0.300000 ; 1.000000 
1.380000 ; 3.000000 ; 0.014800 ; 0.010000 ; 0.300000 ; 1.000000 
1.390000 ; 3.000000 ; 0.014900 ; 0.010000 ; 0.300000 ; 1.000000 
1.400000 ; 3.000000 ; 0.015000 ; 0.010000 ; 0.300000 ; 1.000000 
1.410000 ; 3.000000 ; 0.015100 ; 0.010000 ; 0.300000 ; 1.000000 
1.420000 ; 3.000000 ; 0.015200 ; 0.010000 ; 0.300000 ; 1.000000 
1.430000 ; 3.000000 ; 0.015300 ; 0.010000 ; 0.300000 ; 1.000000 
1.440000 ; 3.000000 ; 0.015400 ; 0.010000 ; 0.300000 ; 1.000000 
1.450000 ; 3.000000 ; 0.015500 ; 0.010000 ; 0.300000 ; 1.000000 
1.460000 ; 3.000000 ; 0.015600 ; 0.010000 ; 0.300000 ; 1.000000 
1.470000 ; 3.000000 ; 0.015700 ; 0.010000 ; 0.300000 ; 1.000000 
1.480000 ; 3.000000 ; 0.015800 ; 0.010000 ; 0.300000 ; 1.000000 
1.490000 ; 3.000000 ; 0.015900 ; 0.010000 ; 0.300000 ; 1.000000 
1.500000 ; 3.000000 ; 0.016000 ; 0.010000 ; 0.300000 ; 1.000000 
1.510000 ; 3.000000 ; 0.016100 ; 0.010000 ; 0.300000 ; 1.000000 
1.520000 ; 3.000000 ; 0.016200 ; 0.010000 ; 0.300000 ; 1.000000 
1.530000 ; 3.000000 ; 0.016300 ; 0.010000 ; 0.300000 ; 1.000000 
1.540000 ; 3.000000 ; 0.016400 ; 0.010000 ; 0.300000 ; 1.000000 
1.550000 ; 3.000000 ; 0.016500 ; 0.010000 ; 0.300000 ; 1.000000 
1.560000 ; 3.000000 ; 0.016600 ; 0.010000 ; 0.300000 ; 1.000000 
1.570000 ; 3.000000 ; 0.016700 ; 0.010000 ; 0.300000 ; 1.000000 
1.580000 ; 3.000000 ; 0.016800 ; 0.010000 ; 0.300000 ; 1.000000 
1.590000 ; 3.000000 ; 0.016900 ; 0.010000 ; 0.300000 ; 1.000000 
1.600000 ; 3.000000 ; 0.017000 ; 0.010000 ; 0.300000 ; 1.000000 
1.610000 ; 3.000000 ; 0.017100 ; 0.010000 ; 0.300000 ; 1.000000 
1.620000 ; 3.000000 ; 0.017200 ; 0.010000 ; 0.300000 ; 1.000000 
1.630000 ; 3.000000 ; 0.017300 ; 0.010000 ; 0.300000 ; 1.000000 
1.640000 ; 3.000000 ; 0.017400 ; 0.010000 ; 0.300000 ; 1.000000 
1.650000 ; 3.000000 ; 0.017500 ; 0.010000 ; 0.300000 ; 1.000000 
1.660000 ; 3.000000 ; 0.017600 ; 0.010000 ; 0.300000 ; 1.000000 
1.670000 ; 3.000000 ; 0.017700 ; 0.010000 ; 0.300000 ; 1.000000 
1.680000 ; 3.000000 ; 0.017800 ; 0.010000 ; 0.300000 ; 1.000000 
1.690000 ; 3.000000 ; 0.017900 ; 0.010000 ; 0.300000 ; 1.000000 
1.700000 ; 3.000000 ; 0.018000 ; 0.010000 ; 0.300000 ; 1.000000 
1.710000 ; 3.000000 ; 0.018100 ; 0.010000 ; 0.300000 ; 1.000000 
1.720000 ; 3.000000 ; 0.018200 ; 0.010000 ; 0.300000 ; 1.000000 
1.730000 ; 3.000000 ; 0.018300 ; 0.010000 ; 0.300000 ; 1.000000 
1.740000 ; 3.000000 ; 0.018400 ; 0.010000 ; 0.300000 ; 1.000000 
1.750000 ; 3.000000 ; 0.018500 ; 0.010000 ; 0.300000 ; 1.000000 
1.760000 ; 3.000000 ; 0.018600 ; 0.010000 ; 0.300000 ; 1.000000 
1.770000 ; 3.000000 ; 0.018700 ; 0.010000 ; 0.300000 ; 1.000000 
1.780000 ; 3.000000 ; 0.018800 ; 0.010000 ; 0.300000 ; 1.000000 
1.790000 ; 3.000000 ; 0.018900 ; 0.010000 ; 0.300000 ; 1.000000 
1.800000 ; 3.000000 ; 0.019000 ; 0.010000 ; 0.300000 ; 1.000000 
1.810000 ; 3.000000 ; 0.019100 ; 0.010000 ; 0.300000 ; 1.000000 
1.820000 ; 3.000000 ; 0.019200 ; 0.010000 ; 0.300000 ; 1.000000 
1.830000 ; 3.000000 ; 0.019300 ; 0.010000 ; 0.300000 ; 1.000000 
1.840000 ; 3.000000 ; 0.019400 ; 0.010000 ; 0.300000 ; 1.000000 
1.850000 ; 3.000000 ; 0.019500 ; 0.010000 ; 0.300000 ; 1.000000 
1.860000 ; 3.000000 ; 0.019600 ; 0.010000 ; 0.300000 ; 1.000000 
1.870000 ; 3.000000 ; 0.019700 ; 0.010000 ; 0.300000 ; 1.000000 
1.880000 ; 3.000000 ; 0.019800 ; 0.010000 ; 0.300000 ; 1.000000 
1.890000 ; 3.000000 ; 0.019900 ; 0.010000 ; 0.300000 ; 1.000000 
1.900000 ; 3.000000 ; 0.020000 ; 0.010000 ; 0.300000 ; 1.000000 
1.910000 ; 3.000000 ; 0.020100 ; 0.010000 ; 0.300000 ; 1.000000 
1.920000 ; 3.000000 ; 0.020200 ; 0.010000 ; 0.300000 ; 1.000000 
1.930000 ; 3.000000 ; 0.020300 ; 0.010000 ; 0.300000 ; 1.000000 
1.940000 ; 3.000000 ; 0.020400 ; 0.010000 ; 0.300000 ; 1.000000 
1.950000 ; 3.000000 ; 0.020500 ; 0.010000 ; 0.300000 ; 1.000000 
1.960000 ; 3.000000 ; 0.020600 ; 0.010000 ; 0.300000 ; 1.000000 
1.970000 ; 3.000000 ; 0.020700 ; 0.010000 ; 0.300000 ; 1.000000 
1.980000 ; 3.000000 ; 0.020800 ; 0.010000 ; 0.300000 ; 1.000000 
1.990000 ; 3.000000 ; 0.020900 ; 0.010000 ; 0.300000 ; 1.000000 
2.000000 ; 3.000000 ; 0.021000 ; 0.010000 ; 0.300000 ; 1.000000 
2.010000 ; 3.000000 ; 0.021100 ; 0.010000 ; 0.300000 ; 1.000000 
2.020000 ; 3.000000 ; 0.021200 ; 0.010000 ; 0.300000 ; 1.000000 
2.030000 ; 3.000000 ; 0.021300 ; 0.010000 ; 0.300000 ; 1.000000 
2.040000 ; 3.000000 ; 0.021400 ; 0.010000 ; 0.300000 ; 1.000000 
2.050000 ; 3.000000 ; 0.021500 ; 0.010000 ; 0.300000 ; 1.000000 
2.060000 ; 3.000000 ; 0.021600 ; 0.010000 ; 0.300000 ; 1.000000 
2.070000 ; 3.000000 ; 0.021700 ; 0.010000 ; 0.300000 ; 1.000000 
2.080000 ; 3.000000 ; 0.021800 ; 0.010000 ; 0.300000 ; 1.000000 
2.090000 ; 3.000000 ; 0.021900 ; 0.010000 ; 0.300000 ; 1.000000 
2.100000 ; 3.000000 ; 0.022000 ; 0.010000 ; 0.300000 ; 1.000000 
2.110000 ; 3.000000 ; 0.022100 ; 0.010000 ; 0.300000 ; 1.000000 
2.120000 ; 3.000000 ; 0.022200 ; 0.010000 ; 0.300000 ; 1.000000 
2.130000 ; 3.000000 ; 0.022300 ; 0.010000 ; 0.300000 ; 1.000000 
2.140000 ; 3.000000 ; 0.022400 ; 0.010000 ; 0.300000 ; 1.000000 
2.150000 ; 3.000000 ; 0.022500 ; 0.010000 ; 0.300000 ; 1.000000 
2.160000 ; 3.000000 ; 0.022600 ; 0.010000 ; 0.300000 ; 1.000000 
2.170000 ; 3.000000 ; 0.022700 ; 0.010000 ; 0.300000 ; 1.000000 
2.180000 ; 3.000000 ; 0.022800 ; 0.010000 ; 0.300000 ; 1.000000 
2.190000 ; 3.000000 ; 0.022900 ; 0.010000 ; 0.300000 ; 1.000000 
2.200000 ; 3.000000 ; 0.023000 ; 0.010000 ; 0.300000 ; 1.000000 
2.210000 ; 3.000000 ; 0.023100 ; 0.010000 ; 0.300000 ; 1.000000 
2.220000 ; 3.000000 ; 0.023200 ; 0.010000 ; 0.300000 ; 1.000000 
2.230000 ; 3.000000 ; 0.023300 ; 0.010000 ; 0.300000 ; 1.000000 
2.240000 ; 3.000000 ; 0.023400 ; 0.010000 ; 0.300000 ; 1.000000 
2.250000 ; 3.000000 ; 0.023500 ; 0.010000 ; 0.300000 ; 1.000000 
2.260000 ; 3.000000 ; 0.023600 ; 0.010000 ; 0.300000 ; 1.000000 
2.270000 ; 3.000000 ; 0.023700 ; 0.010000 ; 0.300000 ; 1.000000 
2.280000 ; 3.000000 ; 0.023800 ; 0.010000 ; 0.300000 ; 1.000000 
2.290000 ; 3.000000 ; 0.023900 ; 0.010000 ; 0.300000 ; 1.000000 
2.300000 ; 3.000000 ; 0.024000 ; 0.010000 ; 0.300000 ; 1.000000 
2.310000 ; 3.000000 ; 0.024100 ; 0.010000 ; 0.300000 ; 1.000000 
2.320000 ; 3.000000 ; 0.024200 ; 0.010000 ; 0.300000 ; 1.000000 
2.330000 ; 3.000000 ; 0.024300 ; 0.010000 ; 0.300000 ; 1.000000 
2.340000 ; 3.000000 ; 0.024400 ; 0.010000 ; 0.300000 ; 1.000000 
2.350000 ; 3.000000 ; 0.024500 ; 0.010000 ; 0.300000 ; 1.000000 
2.360000 ; 3.000000 ; 0.024600 ; 0.010000 ; 0.300000 ; 1.000000 
2.370000 ; 3.000000 ; 0.024700 ; 0.010000 ; 0.300000 ; 1.000000 
2.380000 ; 3.000000 ; 0.024800 ; 0.010000 ; 0.300000 ; 1.000000 
2.390000 ; 3.000000 ; 0.024900 ; 0.010000 ; 0.300000 ; 1.000000 
2.400000 ; 3.000000 ; 0.025000 ; 0.010000 ; 0.300000 ; 1.000000 
2.410000 ; 3.000000 ; 0.025100 ; 0.010000 ; 0.300000 ; 1.000000 
2.420000 ; 3.000000 ; 0.025200 ; 0.010000 ; 0.300000 ; 1.000000 
2.430000 ; 3.000000 ; 0.025300 ; 0.010000 ; 0.300000 ; 1.000000 
2.440000 ; 3.000000 ; 0.025400 ; 0.010000 ; 0.300000 ; 1.000000 
2.450000 ; 3.000000 ; 0.025500 ; 0.010000 ; 0.300000 ; 1.000000 
2.460000 ; 3.000000 ; 0.025600 ; 0.010000 ; 0.300000 ; 1.000000 
2.470000 ; 3.000000 ; 0.025700 ; 0.010000 ; 0.300000 ; 1.000000 
2.480000 ; 3.000000 ; 0.025800 ; 0.010000 ; 0.300000 ; 1.000000 
2.490000 ; 3.000000 ; 0.025900 ; 0.010000 ; 0.300000 ; 1.000000 
2.500000 ; 3.000000 ; 0.026000 ; 0.010000 ; 0.300000 ; 1.000000 
2.510000 ; 3.000000 ; 0.026100 ; 0.010000 ; 0.300000 ; 1.000000 
2.520000 ; 3.000000 ; 0.026200 ; 0.010000 ; 0.300000 ; 1.000000 
2.530000 ; 3.000000 ; 0.026300 ; 0.010000 ; 0.300000 ; 1.000000 
2.540000 ; 3.000000 ; 0.026400 ; 0.010000 ; 0.300000 ; 1.000000 
2.550000 ; 3.000000 ; 0.026500 ; 0.010000 ; 0.300000 ; 1.000000 
2.560000 ; 3.000000 ; 0.026600 ; 0.010000 ; 0.300000 ; 1.000000 
2.570000 ; 3.000000 ; 0.026700 ; 0.010000 ; 0.300000 ; 1.000000 
2.580000 ; 3.000000 ; 0.026800 ; 0.010000 ; 0.300000 ; 1.000000 
2.590000 ; 3.000000 ; 0.026900 ; 0.010000 ; 0.300000 ; 1.000000 
2.600000 ; 3.000000 ; 0.027000 ; 0.010000 ; 0.300000 ; 1.000000 
2.610000 ; 3.000000 ; 0.027100 ; 0.010000 ; 0.300000 ; 1.000000 
2.620000 ; 3.000000 ; 0.027200 ; 0.010000 ; 0.300000 ; 1.000000 
2.630000 ; 3.000000 ; 0.027300 ; 0.010000 ; 0.300000 ; 1.000000 
2.640000 ; 3.000000 ; 0.027400 ; 0.010000 ; 0.300000 ; 1.000000 
2.650000 ; 3.000000 ; 0.027500 ; 0.010000 ; 0.300000 ; 1.000000 
2.660000 ; 3.000000 ; 0.027600 ; 0.010000 ; 0.300000 ; 1.000000 
2.670000 ; 3.000000 ; 0.027700 ; 0.010000 ; 0.300000 ; 1.000000 
2.680000 ; 3.000000 ; 0.027800 ; 0.010000 ; 0.300000 ; 1.000000 
2.690000 ; 3.000000 ; 0.027900 ; 0.010000 ; 0.300000 ; 1.000000 
2.700000 ; 3.000000 ; 0.028000 ; 0.010000 ; 0.300000 ; 1.000000 
2.710000 ; 3.000000 ; 0.028100 ; 0.010000 ; 0.300000 ; 1.000000 
2.720000 ; 3.000000 ; 0.028200 ; 0.010000 ; 0.300000 ; 1.000000 
2.730000 ; 3.000000 ; 0.028300 ; 0.010000 ; 0.300000 ; 1.000000 
2.740000 ; 3.000000 ; 0.028400 ; 0.010000 ; 0.300000 ; 1.000000 
2.750000 ; 3.000000 ; 0.028500 ; 0.010000 ; 0.300000 ; 1.000000 
2.760000 ; 3.000000 ; 0.028600 ; 0.010000 ; 0.300000 ; 1.000000 
2.770000 ; 3.000000 ; 0.028700 ; 0.010000 ; 0.300000 ; 1.000000 
2.780000 ; 3.000000 ; 0.028800 ; 0.010000 ; 0.300000 ; 1.000000 
2.790000 ; 3.000000 ; 0.028900 ; 0.010000 ; 0.300000 ; 1.000000 
2.800000 ; 3.000000 ; 0.029000 ; 0.010000 ; 0.300000 ; 1.000000 
2.810000 ; 3.000000 ; 0.029100 ; 0.010000 ; 0.300000 ; 1.000000 
2.820000 ; 3.000000 ; 0.029200 ; 0.010000 ; 0.300000 ; 1.000000 
2.830000 ; 3.000000 ; 0.029300 ; 0.010000 ; 0.300000 ; 1.000000 
2.840000 ; 3.000000 ; 0.029400 ; 0.010000 ; 0.300000 ; 1.000000 
2.850000 ; 3.000000 ; 0.029500 ; 0.010000 ; 0.300000 ; 1.000000 
2.860000 ; 3.000000 ; 0.029600 ; 0.010000 ; 0.300000 ; 1.000000 
2.870000 ; 3.000000 ; 0.029700 ; 0.010000 ; 0.300000 ; 1.000000 
2.880000 ; 3.000000 ; 0.029800 ; 0.010000 ; 0.300000 ; 1.000000 
2.890000 ; 3.000000 ; 0.029900 ; 0.010000 ; 0.300000 ; 1.000000 
2.900000 ; 3.000000 ; 0.030000 ; 0.010000 ; 0.300000 ; 1.000000 
2.910000 ; 3.000000 ; 0.030100 ; 0.010000 ; 0.300000 ; 1.000000 
2.920000 ; 3.000000 ; 0.030200 ; 0.010000 ; 0.300000 ; 1.000000 
2.930000 ; 3.000000 ; 0.030300 ; 0.010000 ; 0.300000 ; 1.000000 
2.940000 ; 3.000000 ; 0.030400 ; 0.010000 ; 0.300000 ; 1.000000 
2.950000 ; 3.000000 ; 0.030500 ; 0.010000 ; 0.300000 ; 1.000000 
2.960000 ; 3.000000 ; 0.030600 ; 0.010000 ; 0.300000 ; 1.000000 
2.970000 ; 3.000000 ; 0.030700 ; 0.010000 ; 0.300000 ; 1.000000 
2.980000 ; 3.000000 ; 0.030800 ; 0.010000 ; 0.300000 ; 1.000000 
2.990000 ; 3.000000 ; 0.030900 ; 0.010000 ; 0.300000 ; 1.000000 
3.000000 ; 3.000000 ; 0.031000 ; 0.010000 ; 0.300000 ; 1.000000 
3.010000 ; 3.000000 ; 0.031100 ; 0.010000 ; 0.300000 ; 1.000000 
3.020000 ; 3.000000 ; 0.031200 ; 0.010000 ; 0.300000 ; 1.000000 
3.030000 ; 3.000000 ; 0.031300 ; 0.010000 ; 0.300000 ; 1.000000 
3.040000 ; 3.000000 ; 0.031400 ; 0.010000 ; 0.300000 ; 1.000000 
